"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida que o endpoint retorna um erro apropriado quando uma sub-raça inexistente","264","Deve retornar erro 404 para raça com sub-raça inexistente","","Sat Mar 28 09:16:51 UTC 2026","passed","Sat Mar 28 09:16:51 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaComSubracaInexistente"
"Valida que o endpoint de imagem aleatória retorna uma resposta válida mesmo quando parâmetros extras são fornecidos","229","Deve retornar uma imagem aleatória mesmo quando parâmetros extras são fornecidos, ignorando-os corretamente","","Sat Mar 28 09:16:53 UTC 2026","passed","Sat Mar 28 09:16:53 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarQueryParamsExtras"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça válida","340","Deve retornar imagens para raça válida","","Sat Mar 28 09:16:51 UTC 2026","passed","Sat Mar 28 09:16:52 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaValida"
"Valida que a estrutura do JSON retornado pelo endpoint de listar raças segue o formato esperado","275","Deve validar a estrutura do JSON retornado para a lista de raças","","Sat Mar 28 09:16:52 UTC 2026","passed","Sat Mar 28 09:16:52 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarEstruturaDoJson_service"
"Valida que o endpoint retorna um erro apropriado quando uma raça inexistente é solicitada","3108","Deve retornar erro 404 para raça inexistente","","Sat Mar 28 09:16:48 UTC 2026","passed","Sat Mar 28 09:16:51 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaInexistente"
"Valida que o endpoint de imagem aleatória retorna imagens diferentes em chamadas consecutivas, confirmando a aleatoriedade do serviço","397","Deve retornar imagens diferentes em chamadas consecutivas para validar aleatoriedade","","Sat Mar 28 09:16:53 UTC 2026","passed","Sat Mar 28 09:16:53 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarAleatoriedade"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça com sub-raça válida","250","Deve retornar imagens para raça com sub-raça válida","","Sat Mar 28 09:16:51 UTC 2026","passed","Sat Mar 28 09:16:51 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaComSubraca"
"Valida que o endpoint retorna uma lista de raças com a estrutura correta e dados esperados","352","Deve listar todas as raças disponíveis","","Sat Mar 28 09:16:52 UTC 2026","passed","Sat Mar 28 09:16:52 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarListaDeRacas"
"Valida que o endpoint de imagem aleatória retorna uma resposta com status 'success' e uma URL de imagem válida","240","Deve retornar uma imagem aleatória válida","","Sat Mar 28 09:16:52 UTC 2026","passed","Sat Mar 28 09:16:53 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarImagemAleatoria"
