"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida que o endpoint de imagem aleatória retorna uma resposta válida mesmo quando parâmetros extras são fornecidos","237","Deve retornar uma imagem aleatória mesmo quando parâmetros extras são fornecidos, ignorando-os corretamente","","Tue Mar 10 09:20:53 UTC 2026","passed","Tue Mar 10 09:20:53 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarQueryParamsExtras"
"Valida que o endpoint retorna um erro apropriado quando uma raça inexistente é solicitada","3165","Deve retornar erro 404 para raça inexistente","","Tue Mar 10 09:20:48 UTC 2026","passed","Tue Mar 10 09:20:51 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaInexistente"
"Valida que a estrutura do JSON retornado pelo endpoint de listar raças segue o formato esperado","249","Deve validar a estrutura do JSON retornado para a lista de raças","","Tue Mar 10 09:20:52 UTC 2026","passed","Tue Mar 10 09:20:53 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarEstruturaDoJson_service"
"Valida que o endpoint de imagem aleatória retorna imagens diferentes em chamadas consecutivas, confirmando a aleatoriedade do serviço","409","Deve retornar imagens diferentes em chamadas consecutivas para validar aleatoriedade","","Tue Mar 10 09:20:53 UTC 2026","passed","Tue Mar 10 09:20:54 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarAleatoriedade"
"Valida que o endpoint de imagem aleatória retorna uma resposta com status 'success' e uma URL de imagem válida","224","Deve retornar uma imagem aleatória válida","","Tue Mar 10 09:20:53 UTC 2026","passed","Tue Mar 10 09:20:53 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarImagemAleatoria"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça válida","329","Deve retornar imagens para raça válida","","Tue Mar 10 09:20:52 UTC 2026","passed","Tue Mar 10 09:20:52 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaValida"
"Valida que o endpoint retorna um erro apropriado quando uma sub-raça inexistente","391","Deve retornar erro 404 para raça com sub-raça inexistente","","Tue Mar 10 09:20:52 UTC 2026","passed","Tue Mar 10 09:20:52 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaComSubracaInexistente"
"Valida que o endpoint retorna uma lista de raças com a estrutura correta e dados esperados","226","Deve listar todas as raças disponíveis","","Tue Mar 10 09:20:53 UTC 2026","passed","Tue Mar 10 09:20:53 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarListaDeRacas"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça com sub-raça válida","364","Deve retornar imagens para raça com sub-raça válida","","Tue Mar 10 09:20:51 UTC 2026","passed","Tue Mar 10 09:20:52 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaComSubraca"
