"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida que o endpoint retorna um erro apropriado quando uma raça inexistente é solicitada","2986","Deve retornar erro 404 para raça inexistente","","Sun May 03 09:35:55 UTC 2026","passed","Sun May 03 09:35:58 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaInexistente"
"Valida que o endpoint retorna uma lista de raças com a estrutura correta e dados esperados","184","Deve listar todas as raças disponíveis","","Sun May 03 09:35:59 UTC 2026","passed","Sun May 03 09:36:00 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarListaDeRacas"
"Valida que o endpoint de imagem aleatória retorna uma resposta válida mesmo quando parâmetros extras são fornecidos","172","Deve retornar uma imagem aleatória mesmo quando parâmetros extras são fornecidos, ignorando-os corretamente","","Sun May 03 09:36:00 UTC 2026","passed","Sun May 03 09:36:00 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarQueryParamsExtras"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça com sub-raça válida","178","Deve retornar imagens para raça com sub-raça válida","","Sun May 03 09:35:58 UTC 2026","passed","Sun May 03 09:35:59 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaComSubraca"
"Valida que o endpoint de imagem aleatória retorna uma resposta com status 'success' e uma URL de imagem válida","144","Deve retornar uma imagem aleatória válida","","Sun May 03 09:36:00 UTC 2026","passed","Sun May 03 09:36:00 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarImagemAleatoria"
"Valida que a estrutura do JSON retornado pelo endpoint de listar raças segue o formato esperado","185","Deve validar a estrutura do JSON retornado para a lista de raças","","Sun May 03 09:35:59 UTC 2026","passed","Sun May 03 09:35:59 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarEstruturaDoJson_service"
"Valida que o endpoint de imagem aleatória retorna imagens diferentes em chamadas consecutivas, confirmando a aleatoriedade do serviço","274","Deve retornar imagens diferentes em chamadas consecutivas para validar aleatoriedade","","Sun May 03 09:36:00 UTC 2026","passed","Sun May 03 09:36:00 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarAleatoriedade"
"Valida que o endpoint retorna um erro apropriado quando uma sub-raça inexistente","217","Deve retornar erro 404 para raça com sub-raça inexistente","","Sun May 03 09:35:59 UTC 2026","passed","Sun May 03 09:35:59 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaComSubracaInexistente"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça válida","260","Deve retornar imagens para raça válida","","Sun May 03 09:35:59 UTC 2026","passed","Sun May 03 09:35:59 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaValida"
