"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida que o endpoint de imagem aleatória retorna uma resposta com status 'success' e uma URL de imagem válida","216","Deve retornar uma imagem aleatória válida","","Thu Apr 30 09:48:41 UTC 2026","passed","Thu Apr 30 09:48:41 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarImagemAleatoria"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça com sub-raça válida","387","Deve retornar imagens para raça com sub-raça válida","","Thu Apr 30 09:48:39 UTC 2026","passed","Thu Apr 30 09:48:39 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaComSubraca"
"Valida que o endpoint retorna um erro apropriado quando uma sub-raça inexistente","399","Deve retornar erro 404 para raça com sub-raça inexistente","","Thu Apr 30 09:48:39 UTC 2026","passed","Thu Apr 30 09:48:40 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaComSubracaInexistente"
"Valida que o endpoint retorna um erro apropriado quando uma raça inexistente é solicitada","3054","Deve retornar erro 404 para raça inexistente","","Thu Apr 30 09:48:36 UTC 2026","passed","Thu Apr 30 09:48:39 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaInexistente"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça válida","329","Deve retornar imagens para raça válida","","Thu Apr 30 09:48:40 UTC 2026","passed","Thu Apr 30 09:48:40 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaValida"
"Valida que o endpoint de imagem aleatória retorna uma resposta válida mesmo quando parâmetros extras são fornecidos","221","Deve retornar uma imagem aleatória mesmo quando parâmetros extras são fornecidos, ignorando-os corretamente","","Thu Apr 30 09:48:41 UTC 2026","passed","Thu Apr 30 09:48:41 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarQueryParamsExtras"
"Valida que o endpoint de imagem aleatória retorna imagens diferentes em chamadas consecutivas, confirmando a aleatoriedade do serviço","393","Deve retornar imagens diferentes em chamadas consecutivas para validar aleatoriedade","","Thu Apr 30 09:48:41 UTC 2026","passed","Thu Apr 30 09:48:42 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarAleatoriedade"
"Valida que a estrutura do JSON retornado pelo endpoint de listar raças segue o formato esperado","399","Deve validar a estrutura do JSON retornado para a lista de raças","","Thu Apr 30 09:48:40 UTC 2026","passed","Thu Apr 30 09:48:41 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarEstruturaDoJson_service"
"Valida que o endpoint retorna uma lista de raças com a estrutura correta e dados esperados","219","Deve listar todas as raças disponíveis","","Thu Apr 30 09:48:41 UTC 2026","passed","Thu Apr 30 09:48:41 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarListaDeRacas"
