"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça válida","345","Deve retornar imagens para raça válida","","Wed Apr 15 09:39:14 UTC 2026","passed","Wed Apr 15 09:39:15 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaValida"
"Valida que o endpoint retorna um erro apropriado quando uma raça inexistente é solicitada","3278","Deve retornar erro 404 para raça inexistente","","Wed Apr 15 09:39:11 UTC 2026","passed","Wed Apr 15 09:39:14 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaInexistente"
"Valida que o endpoint retorna um erro apropriado quando uma sub-raça inexistente","259","Deve retornar erro 404 para raça com sub-raça inexistente","","Wed Apr 15 09:39:14 UTC 2026","passed","Wed Apr 15 09:39:14 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaComSubracaInexistente"
"Valida que o endpoint de imagem aleatória retorna uma resposta válida mesmo quando parâmetros extras são fornecidos","366","Deve retornar uma imagem aleatória mesmo quando parâmetros extras são fornecidos, ignorando-os corretamente","","Wed Apr 15 09:39:15 UTC 2026","passed","Wed Apr 15 09:39:16 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarQueryParamsExtras"
"Valida que o endpoint de imagem aleatória retorna uma resposta com status 'success' e uma URL de imagem válida","214","Deve retornar uma imagem aleatória válida","","Wed Apr 15 09:39:15 UTC 2026","passed","Wed Apr 15 09:39:15 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarImagemAleatoria"
"Valida que o endpoint de imagem aleatória retorna imagens diferentes em chamadas consecutivas, confirmando a aleatoriedade do serviço","378","Deve retornar imagens diferentes em chamadas consecutivas para validar aleatoriedade","","Wed Apr 15 09:39:16 UTC 2026","passed","Wed Apr 15 09:39:16 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarAleatoriedade"
"Valida que a estrutura do JSON retornado pelo endpoint de listar raças segue o formato esperado","241","Deve validar a estrutura do JSON retornado para a lista de raças","","Wed Apr 15 09:39:15 UTC 2026","passed","Wed Apr 15 09:39:15 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarEstruturaDoJson_service"
"Valida que o endpoint retorna uma lista de raças com a estrutura correta e dados esperados","217","Deve listar todas as raças disponíveis","","Wed Apr 15 09:39:15 UTC 2026","passed","Wed Apr 15 09:39:15 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarListaDeRacas"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça com sub-raça válida","251","Deve retornar imagens para raça com sub-raça válida","","Wed Apr 15 09:39:14 UTC 2026","passed","Wed Apr 15 09:39:14 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaComSubraca"
