"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Valida que o endpoint de imagem aleatória retorna uma resposta válida mesmo quando parâmetros extras são fornecidos","176","Deve retornar uma imagem aleatória mesmo quando parâmetros extras são fornecidos, ignorando-os corretamente","","Tue Mar 24 09:24:45 UTC 2026","passed","Tue Mar 24 09:24:45 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarQueryParamsExtras"
"Valida que o endpoint retorna um erro apropriado quando uma raça inexistente é solicitada","2957","Deve retornar erro 404 para raça inexistente","","Tue Mar 24 09:24:40 UTC 2026","passed","Tue Mar 24 09:24:43 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaInexistente"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça com sub-raça válida","194","Deve retornar imagens para raça com sub-raça válida","","Tue Mar 24 09:24:43 UTC 2026","passed","Tue Mar 24 09:24:43 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaComSubraca"
"Valida que o endpoint de imagem aleatória retorna uma resposta com status 'success' e uma URL de imagem válida","248","Deve retornar uma imagem aleatória válida","","Tue Mar 24 09:24:44 UTC 2026","passed","Tue Mar 24 09:24:45 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarImagemAleatoria"
"Valida que o endpoint retorna uma lista de raças com a estrutura correta e dados esperados","188","Deve listar todas as raças disponíveis","","Tue Mar 24 09:24:44 UTC 2026","passed","Tue Mar 24 09:24:44 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarListaDeRacas"
"Valida que o endpoint retorna um erro apropriado quando uma sub-raça inexistente","286","Deve retornar erro 404 para raça com sub-raça inexistente","","Tue Mar 24 09:24:43 UTC 2026","passed","Tue Mar 24 09:24:44 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarErroAoBuscarImagensDeRacaComSubracaInexistente"
"Valida que o endpoint retorna uma lista de URLs de imagens para uma raça válida","247","Deve retornar imagens para raça válida","","Tue Mar 24 09:24:44 UTC 2026","passed","Tue Mar 24 09:24:44 UTC 2026","","tests.BreedImagesTest","tests.BreedImagesTest","validarImagensDeRacaValida"
"Valida que a estrutura do JSON retornado pelo endpoint de listar raças segue o formato esperado","237","Deve validar a estrutura do JSON retornado para a lista de raças","","Tue Mar 24 09:24:44 UTC 2026","passed","Tue Mar 24 09:24:44 UTC 2026","","tests.BreedsListTest","tests.BreedsListTest","validarEstruturaDoJson_service"
"Valida que o endpoint de imagem aleatória retorna imagens diferentes em chamadas consecutivas, confirmando a aleatoriedade do serviço","304","Deve retornar imagens diferentes em chamadas consecutivas para validar aleatoriedade","","Tue Mar 24 09:24:45 UTC 2026","passed","Tue Mar 24 09:24:45 UTC 2026","","tests.RandomImageTest","tests.RandomImageTest","validarAleatoriedade"
